Company_Name,Founder_Name,Founder_linkedin_id,No_of_Employees,Funding_Type,Year_Founded,Software_Type,Industry_Type,Category,Size_of_Company,Company_Website,Company_Linkedin_id,City,Address,Short_Desription
Q-Free,Håkon Volldal,https://www.linkedin.com/in/h%C3%A5kon-volldal-5864961/,201-500 employees,Public,2007,B2G,Government,Automation,Medium,www.q-free.com,https://www.linkedin.com/company/q-free/about/,Phoenix,"3801 E 34th St. Ste. 105,Tucson, AZ 85713",Traffic control systems
qBotica,Mahesh Vinayagam,https://www.linkedin.com/in/maheshvinayagam/?lipi=urn%3Ali%3Apage%3Acompanies_company_people_index%3By0fP9O7AREO2cceIaV%2FO5A%3D%3D,51-200 employees,VC-funded,2017,B2B SaaS,Horizontal,Automation,Medium,qbotica.com,https://www.linkedin.com/company/qbotica/about/,Phoenix,"2550 W. Union Hills Drive,Suite 350, Phoenix, Arizona 85027, US",Process discovery tool
Quibble,Neal Cyr,https://www.linkedin.com/in/nealcyr/,11-50 employees,Angel or Seed Funding,2020,B2B SaaS,Real Estate & Property Mgt.,Sales and Marketing,Small,quibblerm.com,https://www.linkedin.com/company/quibblerm/about/,Phoenix,"Scottsdale, AZ",Revenue management for the short term rental (airbnb) market
QuoteFlare,Josh Lawlor,https://www.linkedin.com/in/quoteflarejl/,1-10 employees,Self-funded,2013,B2B SaaS,Horizontal,Sales and Marketing,Startup,www.quoteflare.com,https://www.linkedin.com/company/quoteflare-llc/about/,Phoenix,"Mesa, AZ",Quoting and booking software
Qwick,Jamie Baxter,https://www.linkedin.com/in/jamiembaxter/,201-500 employees,VC-funded,2017,B2B SaaS,"Entertainment, Hospitality, Travel",On-Demand Services,Medium,www.qwick.com,https://www.linkedin.com/company/qwick/about/,Phoenix,"6501 East Greenway Parkway, 103-470, Scottsdale, AZ 85254",Workforce app for the hospitality industry
QXM Solutions,Aaron Martens,https://www.linkedin.com/in/aaron-martens-3239ab3/,1-10 employees,Angel or Seed Funding,2018,B2B SaaS,Construction,Practice Management,Startup,www.qxmsolutions.com,https://www.linkedin.com/company/qxm-solutions/about/,Phoenix,"Scottsdale, AZ","Quoting, order execution, and sales management for construction"
RadialSpark,Michael Rockford,https://www.linkedin.com/in/michael-rockford-107b7252/,11-50 employees,Self-funded,2016,B2B SaaS,Horizontal,Cloud and Software Dev Tools,Small,www.radialspark.com,https://www.linkedin.com/company/radialspark/about/,Phoenix,"222 S. Mill Ave., 8th Floor, Tempe, AZ 85281",Foundation app for developing Node.js apps on Heroku
RadiusAI,Aykut Dengi,https://www.linkedin.com/in/aykutdengi/,51-200 employees,VC-funded,2017,B2B SaaS,Retail,Analytics and BI,Medium,www.radiusai.com,https://www.linkedin.com/company/radius-ai/about/,Phoenix,"850 S. Mill Avenue, B-201, Tempe, AZ 85281",Advanced data visualization software
Radix,Blerim Zeqiri,https://www.linkedin.com/in/blerimzeqiri/,51-200 employees,Self-funded,2015,B2B SaaS,Real Estate & Property Mgt.,Analytics and BI,Medium,www.radix.com,https://www.linkedin.com/company/bi-radix/about/,Phoenix,"8283 N Hayden Road #145, Scottsdale AZ, 85258",Analytics tools for multifamily real estate market
RAIDLOG,Kim Essendrup,https://www.linkedin.com/in/kim-essendrup/,1-10 employees,Self-funded,2021,B2B SaaS,Horizontal,Automation,Startup,raidlog.com,https://www.linkedin.com/company/raidlog/about/,Phoenix,"11201 N Tatum Blvd, Ste 300 PMB 88744, Phoenix, AZ 85028-6039",Digital RAID log software for project managers
RallyUp,Steve Bernat,https://www.linkedin.com/in/sbernat,11-50 employees,VC-funded,2013,B2B SaaS,Non-Profit,Sales and Marketing,Small,rallyup.com,https://www.linkedin.com/company/rallyup/about/,Phoenix,"7650 E Broadway Blvd, Tucson, AZ 85710","Fundraising platform for nonprofits, schools and churches"
Reach,Patrick Blickman,https://www.linkedin.com/in/patrick-blickman-9489572a/,51-200 employees,Self-funded,2018,B2B SaaS,Horizontal,Business Mgt and ERP,Medium,getreach.ai,https://www.linkedin.com/company/getreachai/about/,Phoenix,"7000 E Shea Blvd, E140, Scottsdale, Arizona 85254, US",AI-powered point of sale system for appointment-based businesses
ReadyCloud,Chris Dunn,https://www.linkedin.com/in/cdunn-readycloud/,1-10 employees,Self-funded,2004,B2B SaaS,Horizontal,Ecommerce,Startup,www.readycloud.com,https://www.linkedin.com/company/readycloudsoftware/about/,Phoenix,"9383 E Bahia Dr, Scottsdale, Arizona US","Ecommerce CRM, shipping, and returns mgt"
Realty Pilot,Christian Broadwell III,https://www.linkedin.com/in/christianbroadwell,11-50 employees,Self-funded,2008,B2B SaaS,Real Estate & Property Mgt.,Business Mgt and ERP,Small,realtypilot.com,https://www.linkedin.com/company/realty-pilot-llc-/about/,Phoenix,"4340 E Indian School Rd, #21-421 Phoenix, AZ 85018",Business mgt. and automation software for real estate offices
Recur360 Software,Andrew B. Abrams,https://www.linkedin.com/in/andrewbabrams/,1-10 employees,Self-funded,2017,B2B SaaS,Horizontal,Business Mgt and ERP,Startup,www.recur360.com,https://www.linkedin.com/company/recur360/about/,Phoenix,"5023 E Lucia Dr, Phoenix, Arizona 85331, US",Recurring payment managemen for Quickbooks
Redtail Technology,Brian McLaughlin,https://www.linkedin.com/in/redtail/,51-200 employees,Self-funded,2003,B2B SaaS,Horizontal,Sales and Marketing,Medium,corporate.redtailtechnology.com,https://www.linkedin.com/company/redtail-technology/about/,Phoenix,"5580 W Chandler Blvd, Chandler, AZ 85226",CRM software for financial advisers
Reelay,Deric Frost,https://www.linkedin.com/in/dericjfrost/,1-10 employees,Self-funded,2021,B2B SaaS,Horizontal,Communications,Startup,,https://www.linkedin.com/company/reelay-meetings/about/,Phoenix,"20555 N Pima Rd, Suite 100-R, Scottsdale, Arizona 85255, US",Meeting productivity software
Retinent,Eric Olsen,https://www.linkedin.com/in/cireneslo/,1-10 employees,Self-funded,2016,B2B SaaS,Horizontal,HR and Recruiting,Startup,www.referria.com,https://www.linkedin.com/company/referria/about/,Phoenix,"515 E Grant St., Phoenix, Arizona 85004, US",Employee referral and retention software
ReliaSoft (HBM Prenscia),Mark Shanahan,https://www.linkedin.com/in/mark-shanahan-1802b610/,201-500 employees,Acquired,2016,B2B SaaS,Horizontal,Analytics and BI,Medium,reliasoft.com,https://www.linkedin.com/company/hbm-prenscia/about/,Phoenix,"5210 E Williams Circle, Tucson, Arizona 85711, US",Reliability analysis and management software
Remarkable Health (NetSmart),Natalie Silverstein,https://www.linkedin.com/in/natalierosesilverstein/,51-200 employees,Acquired,1990,B2B SaaS,Healthcare,Practice Management,Medium,remarkablehealth.com,https://www.linkedin.com/company/remarkable-health-formerly-claimtrak-/about/,Phoenix,"6200 E Thomas Rd, Suite 200, Scottsdale, Arizona 85251, US",Practice management software for Behavioral Health and Human Service
Remitter,Simon Scalzo,https://www.linkedin.com/in/simon-scalzo-0bb4847/,11-50 employees,VC-funded,2019,B2B SaaS,Horizontal,Accounting and Finance,Small,www.remitter.com,https://www.linkedin.com/company/remitter/about/,Phoenix,"1805 N. Scottsdale Rd., Ste. 100 Tempe, AZ 85281",Accounts receivable platform for large companies
Reputation.com,Joe Fuca,https://www.linkedin.com/in/joe-fuca-27b282/,201-500 employees,VC-funded,2006,B2B SaaS,Horizontal,Sales and Marketing,Medium,www.reputation.com,https://www.linkedin.com/company/reputation-com/about/,Phoenix,"1355 N Scottsdale Rd, Suite 450, Scottsdale, AZ 85257",Online reputation management platform
Reqfast,Brian Mohr,https://www.linkedin.com/in/brianvmohr/,1-10 employees,Self-funded,2018,B2B SaaS,Horizontal,Cybersecurity,Startup,reqfast.com,https://www.linkedin.com/company/reqfast/about/,Phoenix,"11811 N. Tatum Blvd., Suite 3031, Phoenix, Arizona, 85028",Cybersecurity productivity platform
Resonea,Ruchir Sehra,https://www.linkedin.com/in/ruchir-sehra-md-mba-facc-fhrs-96a63b139/,11-50 employees,VC-funded,2016,B2B SaaS,Healthcare,Practice Management,Small,resonea.com,https://www.linkedin.com/company/resonea/about/,Phoenix,"11445 East Via Linda, Suite 2 #224, Scottsdale, Arizona 85259, US",Sleep health diagnostic software
Resource Innovations,Lauren Casentini,https://www.linkedin.com/in/lauren-casentini/,201-500 employees,Acquired,2016,B2G,Government,IT Mgt,Medium,www.resource-innovations.com,https://www.linkedin.com/company/resourceinnovations/about/,Phoenix,"3100 W Ray Rd, Chandler, Arizona 85226, US",Software for managing critical systems and infrastructure
Response Analytics,Brent Lippman,https://www.linkedin.com/in/brent-lippman-707675140/,11-50 employees,VC-funded,2006,B2B SaaS,Financial Services,Analytics and BI,Small,www.responseanalytics.com,https://www.linkedin.com/company/response-analytics/about/,Phoenix,"8502 E Via De Ventura, Suite 240, Scottsdale AZ 85258",Analytics for financial management
Retailer Web Services,James Kane,https://www.linkedin.com/in/james-kane-01027531/,51-200 employees,Other,2006,B2B SaaS,Retail,Ecommerce,Medium,retailerwebservices.com,https://www.linkedin.com/company/retailer-web-services/about/,Phoenix,"15615 N. 71st Street, Scottsdale, AZ 85254",Website and online store platform for independent retailers
Revint (CloudMed Solutions),Jason Merck,https://www.linkedin.com/in/jason-merck-1499ba73/,501-1000 employees,Acquired,2015,B2B SaaS,Healthcare,Practice Management,Large,revintsolutions.com,https://www.linkedin.com/company/revint-solutions/about/,Phoenix,"140 N Arizona Avenue, Suite 200 Chandler, AZ 85225",Inpatient coding and documentation software
Revolution Parts,Ibrahim Mesbah,https://www.linkedin.com/in/imesbah,51-200 employees,Self-funded,2014,B2B SaaS,Automotive,Ecommerce,Medium,www.revolutionparts.com,https://www.linkedin.com/company/revolutionparts/about/,Phoenix,"4801 E Washington St #160 Phoenix, AZ 85034",E-commerce platform for auto parts sales
Rfpmonkey,Joe Yeatman,https://www.linkedin.com/in/jyeatman/,1-10 employees,Self-funded,2006,B2B SaaS,Horizontal,Sales and Marketing,Startup,www.rfpmonkey.com,https://www.linkedin.com/company/rfpmonkey.com-llc/about/,Phoenix,"Tucson, AZ",Request for proposal software
Rixon Technology,Dave Johnson,https://www.linkedin.com/in/johnson-dave/,1-10 employees,Self-funded,2014,B2B SaaS,Horizontal,Cybersecurity,Startup,rixontechnology.com,https://www.linkedin.com/company/rixontechnology/about/,Phoenix,"123 W. CHANDLER HEIGHTS RD, #13096, CHANDLER, AZ 85248",Data security software
Rovicare,Pankaj Likhmania,https://www.linkedin.com/in/pankaj-likhmania-41559b2/,11-50 employees,Self-funded,2018,B2B SaaS,Healthcare,Communications,Small,www.rovicare.com,https://www.linkedin.com/company/rovicare/about/,Phoenix,"1400 E Southern Ave, Suite 310, Tempe, Arizona 85282, US",Healthcare communication platform
Rowboat Software,John Kobinski,https://www.linkedin.com/in/johnkobinski/,11-50 employees,Self-funded,2014,B2B SaaS,Horizontal,Sales and Marketing,Small,rowboatsoftware.com,https://www.linkedin.com/company/rowboat-software/about/,Phoenix,"2920 E Mohawk Lane Suite 114, Phoenix, AZ 85050",Intranet and content management platform
rsvpBOOK,John McGuire,https://www.linkedin.com/in/jomcguire/,1-10 employees,Self-funded,2003,B2B SaaS,Horizontal,Sales and Marketing,Startup,www.rsvpbook.com,https://www.linkedin.com/company/ganda-inc./about/,Phoenix,"1819 S Dobson Rd, Suite 212, Mesa, AZ 85202, US",Online event registration and management software
RTA Fleet Management,Josh Turley,https://www.linkedin.com/in/josh-turley-8505002a/,11-50 employees,Self-funded,1979,B2B SaaS,"Logistics, Supply Chain, Transportation",Logistics and Supply Chain,Small,www.rtafleet.com,https://www.linkedin.com/company/ron-turley-associates/about/,Phoenix,"17437 N. 71st Drive, #110, Glendale, AZ 85308",Fleet management software
RxMapper,Jim Miller,https://www.linkedin.com/in/jamesgmiller/,1-10 employees,Angel or Seed Funding,2018,B2B SaaS,Healthcare,Clinical,Startup,www.rxmapper.com,https://www.linkedin.com/company/rxmapper/about/,Phoenix,"9375 E. Shea Blvd., Suite 134, Scottsdale, AZ 85260",Personalized drug and medication recommendations based on DNA
RyanTech Cloud Services,Kevin McMillen,https://www.linkedin.com/in/pilotkevo/,11-50 employees,Self-funded,1999,B2B SaaS,Horizontal,Cybersecurity,Small,ryantechinc.com,https://www.linkedin.com/company/ryantech-inc-/about/,Phoenix,"3324 E Ray Rd, Higley Pointe, AZ 85236",Activity monitoring service for Microsoft products
RYCOR,Ryan Kerr,https://www.linkedin.com/in/ryan-kerr-85b95840/,11-50 employees,Self-funded,2000,B2G,Government,Business Mgt and ERP,Small,www.rycor.net,https://www.linkedin.com/company/rycor-software/about/,Phoenix,"4960 S Gilbert Rd, Suite 1 – 267, Chandler, AZ 85249",Business administration for k-12 schools
Sagacity Golf,Brett Darrow,https://www.linkedin.com/in/brett-darrow-5353b33a/,11-50 employees,Self-funded,2019,B2B SaaS,Sports and Fitness,Sales and Marketing,Small,www.sagacitygolf.com,https://www.linkedin.com/company/sagacity-golf/about/,Phoenix,"4250 N Drinkwater Blvd, Suite 300, Scottsdale, Arizona 85251, US",Daily fee golf course management software
SalesTalk Technologies,Richard Brock,https://www.linkedin.com/in/richard-brock-30a84/,11-50 employees,Self-funded,2013,B2B SaaS,Horizontal,Sales and Marketing,Small,getsalestalk.com,https://www.linkedin.com/company/salestalk-technologies/about/,Phoenix,"17470 N Pacesetter Way, 101, Scottsdale, Arizona 85255, US",Sales performance coaching and automation software
Salucro,Clayton Bain,https://www.linkedin.com/in/clayton-bain-601189/,51-200 employees,VC-funded,2004,B2B SaaS,Healthcare,Accounting and Finance,Medium,www.salucro.com,https://www.linkedin.com/company/salucro-healthcare-solutions/about/,Phoenix,"3333 E Camelback Road #250, Phoenix, AZ 85018, US",Payment billing platform
SAP,Christian Klein,https://www.linkedin.com/in/christian-klein/,"10,001+ employees",Public,1972,B2B SaaS,Horizontal,Business Mgt and ERP,Large,www.sap.com,https://www.linkedin.com/company/sap/about/,Phoenix,"1101 W Washington St, Suite 401, Tempe, Arizona 85281",ERP and business management software
SAS,Jim Goodnight,https://www.linkedin.com/in/jim-goodnight/,"10,001+ employees",Other,1976,B2B SaaS,Horizontal,Analytics and BI,Large,www.sas.com,https://www.linkedin.com/company/sas/about/,Phoenix,"2901 N Central Ave # 1750, Phoenix, AZ 85012",Business analytics software
Savant WMS,Chris Jackson,https://www.linkedin.com/in/chris-jackson-1322b3/,11-50 employees,Self-funded,1987,B2B SaaS,"Logistics, Supply Chain, Transportation",Logistics and Supply Chain,Small,savantwms.com,https://www.linkedin.com/company/savant-wms/about/,Phoenix,"24654 N. Lake Pleasant Pkwy., Suite 103-618, Peoria, AZ 85383",Warehouse management software for mid-sized companies
Schola,Jaime Martinez,https://www.linkedin.com/in/jaimemartinez260/,51-200 employees,VC-funded,2016,B2B SaaS,Education,Student Mgt,Medium,www.scholamatch.com,https://www.linkedin.com/company/schola-solutions/about/,Phoenix,"2828 N Central Ave, Floor 10 Office 1012, Phoenix, Arizona 85004,",Recruitment and enrollment software for pre-K-12 schools
School Management and Record Tracking,Null,Null,51-200 employees,Self-funded,2003,B2B SaaS,Education,Student Mgt,Medium,onlinesmart.net,https://www.linkedin.com/company/schola-solutions/about/,Phoenix,"10645 N Tatum Blvd C200-531, Phoenix, AZ, 85028",School management and record tracking software
SchoolCues,Rekha Yenamandra,https://www.linkedin.com/in/rekhayenamandra/,1-10 employees,Self-funded,2011,B2B SaaS,Education,Student Mgt,Startup,www.schoolcues.com,https://www.linkedin.com/company/vidalinks/about/,Phoenix,"3145 E. Chandler Blvd., Ste 110-706,, Phoenix, AZ 85048-8702, US",Parent - teacher communications platform
Scientific Technologies,Michael Popovich,https://www.linkedin.com/in/michael-popovich-15b5106/,51-200 employees,Self-funded,1988,B2B SaaS,Healthcare,Practice Management,Medium,www.stchome.com,https://www.linkedin.com/company/scientific-technologies-corporation/about/,Phoenix,"411 South 1st Street Phoenix, AZ 85004",Immunization intelligence software for healthcare providers
Scratchware,Lorde Astor West,https://www.linkedin.com/in/lordeastorwest/,1-10 employees,Angel or Seed Funding,2018,B2B SaaS,Horizontal,Ecommerce,Startup,scratchware.io,https://www.linkedin.com/company/scratchsoftware/about/,Phoenix,"3920 E. Thomas Road No. 97383, Phoenix, AZ 85018",Portable payments platform that unifies payments and transactions data
Seedscout,Mat Sherman,https://www.linkedin.com/in/matsherman/,1-10 employees,Angel or Seed Funding,2020,B2B SaaS,Horizontal,Accounting and Finance,Startup,seedscout.com,https://www.linkedin.com/company/seedscout/about/,Phoenix,"Tempe, AZ",Marketplace for seed round investments
Seedy,Thomas Lopez,https://www.linkedin.com/in/thomasvictorlopez/,1-10 employees,Angel or Seed Funding,2020,B2B SaaS,Cannabis,Marketplace,Startup,seedy.com,https://www.linkedin.com/company/seedy/about/,Phoenix,"Phoenix, AZ",Marketplace for cannabis equipment and supplies
Sendoso,Kris Rudeegraap,https://www.linkedin.com/in/rudeegraap/,201-500 employees,VC-funded,2016,B2B SaaS,Horizontal,Sales and Marketing,Medium,sendoso.com,https://www.linkedin.com/company/sendoso/about/,Phoenix,"6900 E Camelback Rd, Suite 1100, Scottsdale, Arizona 85251",Marketing fulfillment management software
Sensagrate,Darryl Keeton II,https://www.linkedin.com/in/darryl-keeton/,1-10 employees,Other,2018,B2G,Government,Automation,Startup,www.sensagrate.com,https://www.linkedin.com/company/sensagrate/about/,Phoenix,"1475 N Scottsdale Rd, Scottsdale, Arizona 85257",Communication software for autonomous and safe transportation
